20.05961	77.949783
17.075451	74.628664
19.4133545	80.0059101
19.0952075	74.7495916
18.704183	76.9314629
19.532114	77.414984
17.520597	76.200711
21.553887	74.016087
17.8873	75.020363
20.6988889	77.0586111
19.5406298	74.005428
21.09421	77.056427
18.655491	72.86792
21.042867	75.061471
20.9258333	77.7647222
19.614269	75.785017
18.7333	76.3833
21.370845	80.379488
21.163241	77.3172699
20.465059	79.986633
20.857448	79.859569
20.99575	78.232914
19.3754981	76.2218394
21.201428	78.188141
21.1637479	78.410166
19.8641641	75.3958663
18.25	76.5
20.5561449	78.1664189
20.660089	76.770554
18.15	74.5833
18.2333856	75.6941478
19.3297409	77.15679
18.9833	75.7667
20.0942219	79.1153367
21.1667	79.65
20.76469	79.5186
20.901904	76.0174308
19.216999	77.673439
20.254091	75.768995
21.0473709	75.787659
18.5154326	76.8749787
20.456808	75.003068
21.236469	77.74514
20.8141639	77.9767202
20.32995	74.243797
21.247288	75.295927
17.7076749	74.543907
20.3167	77.7667
20.928805	77.330589
20.532949	76.184303
20.4614932	74.1812442
21.822887	74.216593
20.7846186	78.1380925
21.007351	75.279213
20.9042201	74.7748979
21.31826	74.567482
21.270499	74.739665
18.462635	74.580081
20.1824052	80.0031833
16.222321	74.3473659
18.965447	76.749306
19.698799	75.008633
19.266667	75.75
19.4515695	76.0391909
20.1436894	78.311672
19.7176268	73.6281418
21.45985	80.198181
19.95	79.3
19.494977	77.654389
19.42161	77.865257
20.554442	78.836192
19.7167	77.15
18.113066	75.026961
20.961945	75.625275
21.1076324	76.6080554
19.838949	75.887177
18.729361	75.31442
20.808864	75.777929
17.6331151	73.6009151
16.78273	74.552277
19.61499	76.691498
19.20928	73.872589
18.8961089	75.0815557
18.572482	76.017908
20.474093	78.25803
19.67359	77.311249
21.233704	78.922381
20.4890875	74.0270745
19.2412011	73.1290596
20.2667	75.1333
17.2865	74.181428
20.47991	77.488403
18.550852	75.006818
18.9113723	73.3266559
18.407958	75.193591
21.2754179	78.587567
18.8550308	73.8874991
20.0344393	75.201229
18.8167	76.1167
19.628302	78.203243
16.6987329	74.2275391
16.920421	73.9315733
19.8833	74.4833
17.7009621	74.1621634
19.7391741	78.9903285
17.9160138	75.3984161
20.7501143	79.884966
21.068763	79.830347
20.15	74.2333
19.926345	75.011735
18.39768	76.580971
18.041389	74.182549
19.976681	76.524036
19.005239	73.94455
18.08203	73.42337
19.7877164	77.772386
19.155561	76.216953
20.236019	76.997307
20.5499359	74.528751
20.95229	79.460426
17.51507	75.449238
18.237048	73.283602
20.30949	77.346367
20.249901	74.43586
20.220644	77.558345
19.838949	75.887177
20.0955039	78.837528
20.150591	76.567673
17.806137	75.6411059
21.3392	78.0131
19.144169	77.498292
20.063756	79.676479
18.1860659	76.0419409
20.7296406	77.3678934
20.57983	79.685158
21.1458004	79.0881546
19.8524662	73.3310776
21.36607	74.24202
21.472639	78.531425
20.02	73.5
21.1592	73.797262
20.489577	77.866237
19.427638	75.0796693
18.10207	74.214508
18.15	76.1
20.6655105	75.3479911
19.4833	75.3833
17.993428	74.427541
20.0224699	78.550613
17.675128	75.326772
18.8527025	76.5240748
19.2667	76.7833
20.8833	75.1167
21.1458004	79.0881546
19.595483	76.211068
17.3770269	73.901258
19.170966	75.17761
19.256499	76.434714
20.783641	79.633105
20.5993609	74.4349761
20.726971	78.3193129
18.5839321	73.9154069
19.1805309	77.020973
19.9104257	77.568649
19.2988489	74.6851893
19.7789949	79.366175
20.422726	78.521987
21.4	79.3333
21.245468	76.035511
18.525643	76.596752
19.968858	76.78478
18.43298	73.114273
20.9911857	74.3147545
20.638054	78.963679
19.5667	74.2167
16.85438	74.564171
17.4407089	75.191485
21.0329253	76.6788091
20.590521	74.198723
17.691401	74.000938
19.95	79.3
21.38537	78.920227
19.44754	76.43293
19.7929498	76.8865085
21.545637	74.467539
19.463852	73.325631
19.35558	75.219734
21.4914011	75.0658601
18.8258884	74.3792737
18.7965713	74.6649277
19.620297	74.654658
19.8972095	75.3630287
20.1178162	79.8290767
20.807871	78.887306
19.953264	76.1236629
19.8436485	73.9945935
17.6599188	75.9063906
19.024759	76.459717
20.58444	75.59578
20.560896	73.63674
21.560011	74.210487
17.0333	74.6
21.0269	76.8389
21.472621	80.1937229
18.010037	76.0710681
21.385522	79.754468
18.393377	77.112657
19.215829	73.154634
20.85564	79.322502
17.835779	76.624018
19.593929	77.688293
17.591346	74.44991
18.025588	73.8570875
19.9289169	74.717635
20.0524099	78.95639
20.233328	78.999889
19.9206773	79.1183142
19.392674	72.861643
19.075625	73.010541
20.745319	78.6021946
20.09907	77.136703
20.033333	77.316667
21.169363	75.698014
20.043619	74.48613
20.3887937	78.1204073
19.937508	78.647491
