Iteration,ACS_time,ACS_dist,Elitist_time,Elitist_dist,MaxMin_time,MaxMin_dist
1,0.02213764190673828,2423.4819747288448,0.022729158401489258,2423.4819747288448,0.02220463752746582,2423.4819747288443
1,0.02131509780883789,2658.7589596504095,0.02166438102722168,2658.758959650409,0.021401166915893555,2658.758959650409
1,0.02110767364501953,2438.758428644266,0.0218198299407959,2438.758428644266,0.021447420120239258,2436.824630768223
1,0.021610021591186523,2269.5953872262885,0.021551847457885742,2269.595387226289,0.02142333984375,2269.5953872262885
1,0.021659374237060547,3044.6128399405534,0.022458791732788086,2884.3983591327,0.02215862274169922,3073.132418452693
1,0.021727561950683594,2206.836805291995,0.021596908569335938,2206.836805291995,0.021392107009887695,2206.836805291995
1,0.021335840225219727,2116.7917007492056,0.021794795989990234,2116.791700749206,0.021656513214111328,2116.791700749206
1,0.021793842315673828,1790.1931200157717,0.02126789093017578,1790.193120015772,0.020939350128173828,1790.1931200157717
1,0.021254539489746094,2475.432674569057,0.02216815948486328,2475.432674569057,0.021687746047973633,2475.432674569057
1,0.021788358688354492,1851.8098361347656,0.021733999252319336,1851.8098361347656,0.021553516387939453,1851.8098361347656
1,0.0211489200592041,2112.5074341977056,0.021667003631591797,2085.9848428500804,0.021764516830444336,2074.143190026322
1,0.022030115127563477,2299.218684489007,0.0221097469329834,2321.1684902291695,0.021539926528930664,2299.218684489007
1,0.021572113037109375,2581.041573503804,0.02237081527709961,2581.041573503804,0.021854162216186523,2581.0415735038036
1,0.021485328674316406,1888.709082989416,0.021955490112304688,1888.7090829894162,0.02234363555908203,1888.709082989416
1,0.021711349487304688,2030.7700889862335,0.022090911865234375,2030.7700889862335,0.022174596786499023,2030.7700889862333
1,0.021829843521118164,1998.6393917275623,0.02181077003479004,1998.639391727562,0.021478891372680664,1998.639391727562
1,0.020902395248413086,2194.1833961874736,0.02187657356262207,2176.071095581161,0.0217130184173584,2231.6407903945915
1,0.02117300033569336,1884.806260856621,0.021501779556274414,1884.8062608566208,0.021526336669921875,1884.8062608566206
1,0.022078752517700195,2428.483115125215,0.022321701049804688,2428.483115125215,0.0224301815032959,2436.4157033299057
1,0.021727800369262695,1992.440457900484,0.021550416946411133,1992.4404579004843,0.02150416374206543,1992.440457900484
2,0.0827639102935791,2767.13189608079,0.08049321174621582,2990.1710079260497,0.08273053169250488,2698.5499747172476
2,0.07959651947021484,3208.4343706424365,0.07851552963256836,3243.694264645341,0.07887148857116699,2979.305333076416
2,0.08034467697143555,3416.675942781285,0.08026456832885742,3241.294190027039,0.08030128479003906,3284.2117476249095
2,0.08132696151733398,3132.913331904095,0.08074831962585449,3218.3205060337846,0.08061861991882324,2993.821528114515
2,0.08150911331176758,3737.997480694027,0.08104062080383301,3953.5801635278503,0.08177971839904785,3496.8293137592086
2,0.08118557929992676,3383.2661821075617,0.08069777488708496,3530.79309670272,0.0817725658416748,3172.8826632753285
2,0.08008980751037598,3354.6553106426486,0.07890534400939941,3605.1119446392104,0.07909011840820312,3266.855280644697
2,0.08035469055175781,3771.7019123282735,0.08064746856689453,3640.227266901179,0.08023929595947266,3311.971034642385
2,0.08171343803405762,3890.5642270887606,0.0803530216217041,3724.385415669645,0.08126187324523926,3617.572791625108
2,0.08080863952636719,3686.1019348922264,0.07940959930419922,3756.3756452221623,0.08035683631896973,3588.542424112851
2,0.08046460151672363,2983.405292629984,0.08006048202514648,2988.33200598035,0.08101511001586914,2780.3347409463054
2,0.07875299453735352,3420.67464816462,0.07811999320983887,3331.5373129011127,0.0789954662322998,3190.781856018078
2,0.08160257339477539,3501.5276803173883,0.08184146881103516,3427.730359370159,0.08185887336730957,3399.0153153237347
2,0.08070063591003418,3183.460864173613,0.0800774097442627,3267.4044328573445,0.08036947250366211,2965.6469115690893
2,0.07917475700378418,2542.5758410398403,0.07840847969055176,2655.618079071079,0.07905149459838867,2505.728963863625
2,0.08156347274780273,3786.577965424459,0.08046221733093262,3719.854655318066,0.08190369606018066,3567.3698194115277
2,0.08186912536621094,3484.3666472566347,0.08182954788208008,3375.5320769672644,0.08183002471923828,3472.122393656471
2,0.08084344863891602,2828.635405134508,0.07970857620239258,3151.988539514292,0.08016180992126465,2852.8044743685887
2,0.07961249351501465,3890.377288181457,0.07909417152404785,3738.761182978909,0.0797576904296875,3488.70266802547
2,0.08058309555053711,3227.827198957789,0.08022189140319824,3303.2569501276103,0.08052325248718262,3023.8044637450507
3,0.1810297966003418,4032.630378087828,0.18006491661071777,4102.492596890067,0.18142914772033691,3497.9510430612945
3,0.18390536308288574,5291.661222092738,0.18359971046447754,5308.420678938867,0.18476653099060059,4371.361205439294
3,0.18250346183776855,4453.398786637815,0.18347644805908203,4356.176070262868,0.18482661247253418,4049.030229117314
3,0.18726849555969238,4664.656638405129,0.19006609916687012,4477.428960823531,0.18984079360961914,4136.958547456651
3,0.18689870834350586,3786.8871503890814,0.1858351230621338,3923.951652934017,0.18470001220703125,3356.153714517349
3,0.18306636810302734,4513.787018807994,0.18332552909851074,4562.644997210652,0.18560051918029785,3940.8964650180114
3,0.18422675132751465,4639.613479065628,0.18413066864013672,4490.745378626051,0.18580985069274902,3739.1677514930825
3,0.1776595115661621,4824.01329594186,0.17758655548095703,4531.790194346813,0.1816401481628418,3959.7993867229575
3,0.18194913864135742,3616.2058861199494,0.1830296516418457,3748.1974212291784,0.18358755111694336,3274.111775820729
3,0.18276023864746094,4679.528543903195,0.1815810203552246,4179.764547078802,0.1841444969177246,3859.8260384184296
3,0.18103790283203125,4756.018395900224,0.18000459671020508,4608.489819575666,0.18288564682006836,4314.540144567922
3,0.1819617748260498,4282.853532124761,0.18190503120422363,4609.741789833034,0.18292021751403809,4289.401044773888
3,0.18286848068237305,4661.6211300331815,0.18088531494140625,4439.250027981121,0.1839618682861328,4095.4631309604724
3,0.1827995777130127,4792.117778840658,0.18250107765197754,4398.727514710336,0.18398618698120117,4109.793191310719
3,0.18096280097961426,4409.082238505409,0.18064093589782715,4327.758447147763,0.18398451805114746,3759.8084342354105
3,0.18478751182556152,4564.009540019773,0.185227632522583,4278.794180383716,0.185776948928833,4329.687658411957
3,0.18208074569702148,4347.94342311972,0.18119311332702637,4220.193376385104,0.1851365566253662,3583.3079187297703
3,0.1840813159942627,4635.99830666852,0.18447589874267578,4321.987301189025,0.18562865257263184,4031.9680961223694
3,0.18369245529174805,3884.0451297229706,0.1825270652770996,3756.628188858652,0.18610048294067383,3289.287210774819
3,0.1843125820159912,4479.129503155961,0.1838243007659912,4338.200879240183,0.1863846778869629,3622.911472379037
4,0.3370027542114258,5124.921964108904,0.33596086502075195,5185.030285994003,0.33898305892944336,4328.874470340093
4,0.33905553817749023,5215.905233830159,0.3307323455810547,5965.889563931681,0.3386573791503906,4709.682329003999
4,0.33498525619506836,5079.343939570489,0.3343842029571533,5075.93823055207,0.33805346488952637,4588.895459908537
4,0.3390493392944336,4820.967632695135,0.3424415588378906,5139.187143709607,0.3429388999938965,4350.113768552285
4,0.33530402183532715,5078.5209432013435,0.3313479423522949,5353.614167562366,0.3365774154663086,4409.130268704715
4,0.3327805995941162,5149.686052477448,0.3336489200592041,5277.326780307831,0.33779382705688477,4505.334754673409
4,0.3282325267791748,5976.422544293336,0.32854175567626953,5723.917287688048,0.33324265480041504,5054.028829965533
4,0.33382272720336914,5589.788242495449,0.33217883110046387,6027.568257949713,0.3372225761413574,4873.544684567041
4,0.3339700698852539,5436.704304318218,0.3321385383605957,5451.053371804912,0.3388328552246094,4726.056103112072
4,0.3323788642883301,5319.124154122749,0.3346996307373047,5447.361508115999,0.33690762519836426,5025.865762999413
4,0.338761568069458,5736.502704794699,0.332303524017334,5023.896301226089,0.33794665336608887,4219.585771069171
4,0.3341190814971924,5265.20741049555,0.33461761474609375,5199.4626600440215,0.33704257011413574,4575.909254452652
4,0.33328843116760254,4851.332424996311,0.33292603492736816,4870.306687415165,0.33701658248901367,3716.287544562074
4,0.33476781845092773,5485.33741153375,0.3373596668243408,5084.239091007011,0.3371429443359375,4780.470473985154
4,0.33241748809814453,5498.763651958018,0.33007383346557617,5672.455641742538,0.3360743522644043,5117.27003069611
4,0.33272671699523926,5385.590632049585,0.3371410369873047,5225.9824510689305,0.33716464042663574,4601.26411691842
4,0.3326127529144287,4727.002900910181,0.33057069778442383,4751.080466386328,0.3384571075439453,3658.1395673238912
4,0.33170104026794434,5275.658527974824,0.33182525634765625,5441.958608499884,0.3364853858947754,4618.267050656719
4,0.3350803852081299,5564.920960290937,0.33487892150878906,5631.040900371941,0.3380897045135498,4674.011427705783
4,0.33341479301452637,5388.701952580046,0.3329765796661377,5469.4609558251595,0.3371899127960205,4671.530772412499
5,0.5323643684387207,6794.584349370292,0.5332601070404053,6526.896531325487,0.5438747406005859,5521.046513129407
5,0.5355410575866699,6534.3221132907765,0.5392673015594482,6493.579924775229,0.544762372970581,5244.072788333865
5,0.541165828704834,5534.647627625694,0.5421755313873291,6175.002469437049,0.5481612682342529,5155.565140891272
5,0.5328428745269775,6142.104284886056,0.5349442958831787,6348.58753118316,0.5408718585968018,5223.895384294442
5,0.5338807106018066,6321.937153960985,0.5367779731750488,6117.6109836959195,0.5444936752319336,5435.442389602487
5,0.5518538951873779,6313.418289347528,0.5474462509155273,6567.936959826023,0.5505213737487793,5295.66240860707
5,0.5429978370666504,6031.924088426086,0.5385007858276367,6057.166485052361,0.5461015701293945,5087.0351887869
5,0.5384128093719482,6580.093774298816,0.5393095016479492,6233.028769019958,0.5501558780670166,5077.40601239241
5,0.5374782085418701,5590.67828151133,0.5374367237091064,6115.194935820505,0.5476429462432861,5116.897272166927
5,0.5429835319519043,5892.547372580945,0.541679859161377,6039.922068912646,0.5491597652435303,5006.762672491323
5,0.5366828441619873,5737.717014255315,0.5396914482116699,5926.399700071128,0.5459384918212891,5159.535184636129
5,0.5409238338470459,6034.577073668439,0.5415515899658203,5763.4321954205325,0.5567059516906738,5486.6672312259125
